Date Time,Amount,Category,Payment Mode,User Income,Subscription
2023-12-13 11:00:00,1969,Transport,UPI,70000,No
2023-12-01 20:00:00,2341,Food,Card,50000,No
2023-10-10 21:00:00,3370,Transport,Net Banking,70000,Yes
2023-02-02 17:00:00,154,Shopping,Net Banking,100000,No
2023-09-13 19:00:00,743,Entertainment,UPI,70000,No
2023-09-22 08:00:00,3290,Food,Cash,50000,No
2023-04-11 16:00:00,3541,Entertainment,UPI,100000,No
2024-01-10 12:00:00,3442,Travel,UPI,50000,Yes
2023-06-23 02:00:00,4963,Travel,UPI,50000,Yes
2023-08-23 03:00:00,2318,Groceries,Cash,100000,Yes
2023-03-22 16:00:00,3833,Groceries,Net Banking,50000,No
2023-06-08 15:00:00,3562,Groceries,Card,70000,No
2023-10-25 23:00:00,939,Entertainment,Net Banking,30000,No
2024-01-31 13:00:00,839,Groceries,Card,30000,No
2023-05-15 20:00:00,4698,Shopping,Card,30000,Yes
2023-04-09 00:00:00,4989,Transport,UPI,100000,No
2023-03-22 12:00:00,708,Transport,UPI,100000,No
2023-12-23 12:00:00,1068,Entertainment,Card,100000,Yes
2023-07-24 20:00:00,2003,Entertainment,Cash,30000,No
2023-08-18 02:00:00,1240,Groceries,Cash,30000,No
2023-02-09 10:00:00,3756,Transport,Cash,100000,No
2024-02-03 17:00:00,3707,Transport,Cash,30000,Yes
2023-03-01 23:00:00,4896,Groceries,UPI,50000,No
2023-11-19 02:00:00,2346,Entertainment,Net Banking,50000,Yes
2023-07-22 09:00:00,824,Travel,Net Banking,30000,No
2023-01-15 04:00:00,2861,Travel,Card,100000,No
2023-01-16 22:00:00,1430,Groceries,Cash,70000,No
2024-02-11 04:00:00,3232,Travel,UPI,70000,No
2023-12-20 19:00:00,4837,Shopping,UPI,30000,No
2023-01-06 18:00:00,4864,Shopping,UPI,70000,Yes
2023-01-15 22:00:00,4379,Shopping,Card,100000,No
2023-07-25 11:00:00,3147,Entertainment,UPI,50000,Yes
2024-02-09 18:00:00,1454,Entertainment,Card,50000,Yes
2023-05-25 00:00:00,3851,Entertainment,Card,100000,No
2023-03-09 19:00:00,1419,Entertainment,Card,70000,Yes
2024-01-31 15:00:00,2114,Entertainment,Card,30000,No
2023-10-04 02:00:00,2342,Groceries,UPI,50000,No
2023-07-28 12:00:00,2815,Travel,UPI,70000,No
2024-01-24 14:00:00,2867,Groceries,Net Banking,70000,No
2023-10-05 04:00:00,766,Travel,UPI,50000,Yes
2023-09-25 08:00:00,4090,Groceries,Cash,50000,No
2023-05-13 02:00:00,1761,Shopping,Cash,30000,Yes
2023-06-09 19:00:00,1275,Food,Card,100000,No
2023-12-01 01:00:00,58,Entertainment,Card,70000,Yes
2023-03-31 15:00:00,647,Food,Card,30000,No
2024-01-28 21:00:00,4168,Food,Net Banking,50000,No
2023-10-15 17:00:00,1658,Shopping,Card,100000,No
2023-04-29 02:00:00,3081,Food,Net Banking,100000,Yes
2024-01-18 22:00:00,3717,Food,Card,70000,No
2023-04-17 23:00:00,2296,Shopping,Cash,100000,No
2023-02-24 11:00:00,3676,Travel,Card,50000,Yes
2024-01-04 16:00:00,4121,Groceries,UPI,50000,Yes
2023-04-21 20:00:00,2872,Transport,Card,50000,Yes
2023-06-05 10:00:00,141,Food,UPI,30000,No
2023-09-16 15:00:00,900,Entertainment,UPI,50000,No
2023-05-12 18:00:00,1157,Shopping,UPI,30000,No
2023-02-17 12:00:00,349,Food,UPI,50000,No
2023-12-19 10:00:00,2393,Transport,Net Banking,50000,Yes
2023-03-13 04:00:00,1527,Travel,Net Banking,100000,No
2023-06-01 06:00:00,1132,Travel,Card,70000,Yes
2023-05-14 19:00:00,3006,Transport,Card,50000,No
2023-09-30 10:00:00,2968,Entertainment,Net Banking,100000,No
2024-02-09 06:00:00,1415,Food,Card,100000,Yes
2023-01-20 19:00:00,2850,Entertainment,Card,70000,No
2023-11-17 04:00:00,3586,Travel,Net Banking,100000,No
2024-01-18 00:00:00,4001,Travel,Net Banking,100000,No
2023-02-20 07:00:00,2159,Groceries,Card,70000,No
2023-03-23 16:00:00,825,Travel,Net Banking,30000,No
2023-01-24 05:00:00,1502,Shopping,Cash,70000,No
2023-02-06 18:00:00,1731,Groceries,UPI,70000,No
2023-07-18 09:00:00,2353,Entertainment,UPI,50000,No
2023-09-02 11:00:00,1901,Travel,Cash,50000,No
2023-10-18 03:00:00,1947,Transport,Cash,30000,No
2023-10-26 14:00:00,3468,Shopping,Card,70000,Yes
2023-11-27 09:00:00,3647,Groceries,Card,70000,No
2023-08-11 19:00:00,1377,Shopping,UPI,30000,No
2023-10-30 21:00:00,664,Groceries,Card,50000,No
2024-02-13 10:00:00,294,Groceries,UPI,70000,No
2023-12-05 13:00:00,806,Groceries,Card,30000,No
2023-04-13 06:00:00,873,Transport,Card,50000,Yes
2023-07-07 06:00:00,2877,Entertainment,UPI,100000,No
2023-03-23 02:00:00,3857,Groceries,Cash,30000,No
2023-04-28 00:00:00,2829,Groceries,Cash,30000,No
2023-10-04 18:00:00,1896,Shopping,Card,70000,No
2023-06-09 09:00:00,1290,Groceries,Cash,100000,No
2023-05-28 08:00:00,4661,Entertainment,Card,50000,No
2023-09-10 20:00:00,523,Transport,Net Banking,100000,No
2023-06-08 10:00:00,4181,Transport,Net Banking,70000,No
2023-07-15 19:00:00,3299,Shopping,Net Banking,70000,No
2023-03-24 02:00:00,1842,Groceries,Cash,50000,No
2023-08-30 22:00:00,1784,Shopping,Cash,50000,No
2023-09-13 22:00:00,4975,Transport,UPI,50000,No
2023-04-28 11:00:00,3992,Entertainment,Cash,70000,No
2024-01-14 22:00:00,994,Shopping,Card,50000,No
2023-01-16 04:00:00,1561,Entertainment,UPI,50000,No
2023-06-27 10:00:00,4131,Travel,Cash,50000,No
2023-05-10 23:00:00,4576,Groceries,UPI,30000,Yes
2023-03-19 15:00:00,908,Entertainment,Cash,50000,No
2023-01-05 19:00:00,3610,Groceries,Card,70000,Yes
2023-10-23 04:00:00,279,Entertainment,Net Banking,30000,No
2023-12-01 00:00:00,2467,Food,Net Banking,70000,No
2023-04-10 08:00:00,227,Food,Card,100000,No
2023-06-13 23:00:00,3978,Food,UPI,30000,No
2023-11-19 14:00:00,2665,Entertainment,Net Banking,50000,No
2023-08-15 18:00:00,1663,Transport,Cash,30000,No
2023-04-14 18:00:00,2890,Transport,Cash,70000,Yes
2023-10-18 20:00:00,2997,Groceries,UPI,30000,Yes
2024-01-16 14:00:00,1824,Food,UPI,100000,No
2023-11-16 05:00:00,3921,Groceries,Card,50000,Yes
2023-03-13 20:00:00,131,Entertainment,Net Banking,50000,No
2023-12-07 22:00:00,895,Groceries,UPI,100000,No
2023-04-26 07:00:00,2859,Groceries,Net Banking,70000,No
2023-02-17 09:00:00,1266,Food,Net Banking,30000,Yes
2023-06-21 13:00:00,4763,Transport,Cash,70000,No
2023-05-23 12:00:00,3310,Shopping,UPI,70000,No
2023-09-01 13:00:00,3195,Travel,Card,70000,No
2023-07-19 02:00:00,2313,Entertainment,UPI,50000,Yes
2023-06-12 18:00:00,2387,Entertainment,Net Banking,30000,No
2023-06-01 13:00:00,494,Entertainment,Cash,50000,No
2023-05-04 01:00:00,972,Travel,UPI,50000,No
2023-09-05 01:00:00,4338,Shopping,UPI,50000,No
2023-01-12 12:00:00,4434,Transport,UPI,30000,No
2023-03-25 07:00:00,2680,Groceries,Card,100000,No
2023-02-21 03:00:00,1217,Transport,Card,50000,Yes
2023-09-22 01:00:00,4013,Entertainment,Card,50000,No
2023-06-05 15:00:00,3491,Groceries,Card,50000,No
2023-01-29 23:00:00,3562,Food,Cash,30000,No
2024-01-31 21:00:00,945,Transport,Cash,30000,No
2023-06-23 00:00:00,3772,Food,Card,70000,No
2023-11-26 05:00:00,2110,Food,Net Banking,50000,No
2023-11-08 06:00:00,3084,Transport,Card,50000,No
2023-11-11 01:00:00,2437,Entertainment,Card,30000,No
2023-04-29 09:00:00,1947,Travel,Net Banking,30000,No
2023-06-25 08:00:00,1849,Entertainment,UPI,50000,No
2023-12-30 21:00:00,4457,Food,Net Banking,100000,Yes
2023-02-15 08:00:00,2830,Food,Net Banking,70000,No
2023-05-21 03:00:00,1177,Entertainment,Cash,70000,No
2023-01-02 00:00:00,388,Travel,UPI,50000,No
2024-02-11 20:00:00,4504,Travel,Net Banking,70000,Yes
2023-09-14 00:00:00,1222,Groceries,Card,70000,Yes
2023-08-25 04:00:00,2858,Shopping,Net Banking,50000,No
2023-06-26 12:00:00,4913,Food,Cash,70000,No
2024-02-19 23:00:00,3079,Travel,Net Banking,30000,No
2023-12-03 04:00:00,2139,Transport,Card,50000,No
2023-04-04 03:00:00,4347,Food,UPI,30000,No
2023-10-31 23:00:00,3067,Shopping,Cash,50000,No
2023-12-16 16:00:00,4609,Transport,UPI,30000,No
2023-12-19 00:00:00,498,Food,Cash,70000,No
2023-06-06 03:00:00,4943,Travel,Card,100000,Yes
2023-05-13 07:00:00,843,Groceries,Cash,30000,No
2023-07-24 01:00:00,486,Entertainment,UPI,30000,No
2023-07-29 21:00:00,4676,Transport,UPI,100000,No
2023-11-06 11:00:00,4710,Entertainment,Net Banking,100000,No
2023-12-25 13:00:00,1670,Travel,UPI,30000,No
2023-03-25 22:00:00,3551,Travel,Net Banking,30000,No
2023-02-27 13:00:00,2969,Transport,UPI,30000,No
2023-02-15 18:00:00,4358,Shopping,Net Banking,50000,No
2023-05-23 18:00:00,998,Transport,Card,30000,No
2023-06-02 07:00:00,3994,Food,Net Banking,30000,No
2023-11-27 18:00:00,1177,Shopping,UPI,100000,No
2024-01-15 05:00:00,241,Entertainment,Card,100000,No
2023-01-08 19:00:00,4062,Food,Cash,50000,No
2023-08-14 09:00:00,3810,Shopping,UPI,50000,Yes
2023-03-29 04:00:00,3780,Entertainment,Net Banking,70000,No
2023-03-30 18:00:00,1453,Food,Cash,30000,Yes
2023-08-07 10:00:00,2040,Groceries,Net Banking,30000,No
2023-12-23 05:00:00,1154,Transport,Cash,100000,No
2023-08-24 07:00:00,4850,Transport,Card,70000,Yes
2023-08-05 01:00:00,598,Transport,UPI,30000,No
2023-08-29 16:00:00,3498,Groceries,Card,70000,No
2023-11-26 17:00:00,1911,Shopping,UPI,50000,No
2023-11-11 11:00:00,4299,Travel,Cash,30000,Yes
2023-11-22 23:00:00,620,Food,Card,30000,No
2023-11-03 11:00:00,1834,Shopping,UPI,50000,No
2023-09-27 09:00:00,2337,Travel,Cash,30000,No
2023-03-04 09:00:00,2471,Transport,Card,50000,No
2023-04-17 11:00:00,4022,Transport,Card,50000,Yes
2023-08-14 09:00:00,854,Transport,Card,70000,No
2023-05-03 23:00:00,848,Travel,Card,100000,No
2023-02-21 14:00:00,3325,Food,Net Banking,100000,No
2024-01-17 21:00:00,660,Food,Cash,50000,No
2023-07-16 23:00:00,1856,Travel,Net Banking,70000,No
2023-06-15 05:00:00,4288,Entertainment,Cash,50000,No
2023-08-25 22:00:00,3310,Transport,Cash,70000,No
2024-01-21 02:00:00,4417,Shopping,Cash,70000,No
2023-06-04 05:00:00,3421,Food,UPI,100000,No
2023-04-26 20:00:00,2523,Travel,Cash,100000,No
2023-11-05 06:00:00,2143,Entertainment,Card,70000,No
2023-03-08 04:00:00,2192,Groceries,Net Banking,100000,Yes
2023-04-09 16:00:00,4051,Travel,Card,70000,No
2023-08-30 05:00:00,3130,Entertainment,Card,30000,No
2023-01-19 04:00:00,4604,Groceries,Net Banking,50000,No
2023-04-28 20:00:00,1482,Entertainment,Card,100000,No
2023-03-06 20:00:00,2567,Food,UPI,50000,No
2023-11-12 10:00:00,2907,Travel,Card,100000,No
2023-11-08 16:00:00,555,Groceries,Card,50000,No
2024-01-31 16:00:00,1146,Entertainment,Net Banking,50000,Yes
2023-01-08 14:00:00,4229,Groceries,Card,100000,No
2023-10-27 14:00:00,4204,Shopping,Net Banking,100000,No
2023-10-06 15:00:00,1094,Travel,Cash,100000,No
2023-08-20 21:00:00,2254,Food,Cash,100000,No
2023-10-29 17:00:00,3952,Groceries,UPI,70000,No
2023-11-15 19:00:00,1402,Transport,Net Banking,100000,No
2023-08-21 07:00:00,1646,Entertainment,Net Banking,100000,No
2023-03-08 05:00:00,625,Transport,Net Banking,100000,No
2024-02-12 11:00:00,729,Groceries,UPI,30000,No
2024-01-04 19:00:00,4348,Transport,UPI,50000,Yes
2023-01-07 15:00:00,3762,Entertainment,Card,100000,No
2023-10-01 03:00:00,3878,Groceries,Net Banking,100000,No
2024-01-19 11:00:00,1179,Food,UPI,50000,No
2023-12-10 12:00:00,3954,Food,Cash,50000,No
2023-10-13 06:00:00,3243,Travel,Cash,70000,No
2023-04-07 03:00:00,367,Food,Net Banking,50000,Yes
2023-02-21 04:00:00,3746,Groceries,Cash,50000,No
2023-10-29 02:00:00,4551,Groceries,Card,30000,Yes
2023-08-21 22:00:00,3046,Food,Card,70000,No
2023-10-16 07:00:00,3644,Shopping,Net Banking,30000,No
2023-08-21 17:00:00,3259,Groceries,UPI,50000,No
2024-01-20 11:00:00,2592,Travel,UPI,100000,No
2023-09-09 22:00:00,728,Shopping,UPI,70000,No
2023-07-26 01:00:00,1939,Food,UPI,50000,No
2023-11-27 07:00:00,1693,Entertainment,Net Banking,50000,Yes
2023-10-20 08:00:00,884,Groceries,Card,100000,Yes
2023-11-20 06:00:00,2291,Entertainment,Net Banking,100000,No
2023-07-31 22:00:00,2405,Transport,Net Banking,100000,No
2024-01-30 00:00:00,1718,Travel,Cash,70000,No
2023-10-26 09:00:00,2603,Shopping,Card,30000,No
2023-03-20 12:00:00,330,Entertainment,UPI,70000,No
2023-03-17 09:00:00,2812,Travel,Card,100000,No
2023-05-12 23:00:00,4753,Entertainment,Cash,70000,No
2023-09-22 16:00:00,4628,Entertainment,Net Banking,100000,No
2024-01-11 09:00:00,1296,Travel,Card,30000,No
2023-09-10 08:00:00,1822,Groceries,Cash,70000,No
2023-04-12 13:00:00,2214,Entertainment,Net Banking,30000,Yes
2023-09-27 12:00:00,241,Travel,UPI,30000,No
2024-01-14 08:00:00,2885,Entertainment,Card,100000,Yes
2023-09-05 23:00:00,2715,Groceries,UPI,70000,Yes
2023-08-08 20:00:00,2613,Travel,UPI,70000,No
2024-01-05 03:00:00,356,Entertainment,Cash,30000,No
2023-11-22 18:00:00,581,Food,Cash,100000,No
2023-07-17 00:00:00,4267,Groceries,Net Banking,30000,No
2023-04-20 08:00:00,2746,Entertainment,UPI,30000,Yes
2023-08-28 02:00:00,4737,Shopping,Cash,30000,No
2023-06-26 08:00:00,108,Travel,Cash,30000,Yes
2023-08-30 09:00:00,1623,Entertainment,UPI,70000,No
2023-07-08 11:00:00,1190,Groceries,Net Banking,50000,No
2023-08-21 03:00:00,1860,Groceries,UPI,70000,No
2024-01-11 10:00:00,3248,Shopping,Net Banking,100000,No
2024-01-23 10:00:00,3526,Shopping,Net Banking,50000,No
2023-04-03 16:00:00,4544,Transport,Cash,30000,No
2023-12-16 13:00:00,2612,Transport,UPI,70000,No
2023-09-11 19:00:00,2902,Entertainment,UPI,50000,No
2023-12-27 22:00:00,991,Food,Cash,30000,Yes
2023-09-23 01:00:00,4673,Groceries,Card,70000,Yes
2023-03-23 04:00:00,1824,Food,Card,50000,No
2023-10-23 14:00:00,1471,Food,UPI,70000,Yes
2023-09-21 06:00:00,485,Entertainment,Cash,50000,No
2023-06-08 04:00:00,889,Travel,Net Banking,100000,Yes
2023-01-10 18:00:00,4051,Travel,Net Banking,70000,Yes
2024-01-16 00:00:00,4505,Travel,UPI,70000,Yes
2023-05-31 07:00:00,2731,Shopping,Cash,50000,No
2023-12-02 03:00:00,1700,Groceries,UPI,100000,No
2023-01-22 18:00:00,1295,Shopping,UPI,70000,Yes
2023-09-04 00:00:00,2311,Groceries,Cash,100000,No
2023-07-23 16:00:00,965,Transport,UPI,100000,No
2024-02-14 05:00:00,2689,Groceries,Net Banking,70000,No
2023-09-01 00:00:00,3939,Groceries,Card,30000,No
2023-10-24 18:00:00,4531,Entertainment,Net Banking,50000,No
2023-09-01 10:00:00,1376,Travel,Card,70000,Yes
2023-02-24 20:00:00,3408,Shopping,Cash,100000,No
2023-02-16 20:00:00,1635,Transport,UPI,50000,No
2023-08-23 05:00:00,3418,Shopping,Card,70000,No
2023-08-14 23:00:00,438,Entertainment,Cash,50000,Yes
2023-04-18 19:00:00,2841,Groceries,Cash,50000,No
2024-01-19 23:00:00,3382,Transport,Cash,100000,No
2023-08-25 08:00:00,753,Travel,Net Banking,30000,No
2023-02-27 10:00:00,2870,Food,Net Banking,30000,No
2023-05-21 14:00:00,1109,Food,Card,50000,No
2023-03-05 07:00:00,4224,Entertainment,Card,100000,No
2023-08-29 17:00:00,1348,Travel,Net Banking,100000,No
2023-11-27 15:00:00,1351,Food,Card,70000,Yes
2023-09-11 21:00:00,723,Food,Card,50000,No
2023-12-17 18:00:00,2409,Transport,UPI,70000,No
2023-08-12 03:00:00,4349,Transport,Card,100000,No
2023-07-27 00:00:00,4162,Shopping,Cash,50000,No
2024-01-14 11:00:00,4621,Travel,UPI,30000,Yes
2023-08-21 06:00:00,3632,Food,Card,30000,No
2023-06-19 16:00:00,1066,Transport,UPI,70000,No
2023-04-05 01:00:00,259,Transport,Cash,50000,No
2023-12-24 20:00:00,548,Transport,Card,100000,No
2023-07-04 08:00:00,478,Shopping,UPI,70000,Yes
2023-05-15 21:00:00,3689,Travel,Card,30000,No
2023-06-12 05:00:00,3201,Groceries,UPI,100000,No
2023-03-25 13:00:00,2155,Transport,UPI,50000,Yes
2023-03-26 00:00:00,1603,Travel,Cash,30000,No
2024-01-27 04:00:00,3256,Entertainment,Cash,100000,No
2023-03-15 20:00:00,2619,Shopping,Card,30000,Yes
2023-12-15 01:00:00,2678,Groceries,Net Banking,50000,No
2023-06-15 16:00:00,1926,Transport,Card,70000,No
2023-03-14 23:00:00,1117,Transport,UPI,100000,Yes
2024-01-09 15:00:00,1556,Shopping,Cash,100000,No
2023-11-06 14:00:00,3063,Shopping,Cash,50000,No
2023-10-26 18:00:00,1717,Food,UPI,30000,No
2023-09-27 13:00:00,4638,Transport,Net Banking,30000,Yes
2024-01-16 11:00:00,4750,Travel,Cash,30000,Yes
2023-05-15 04:00:00,4116,Shopping,Net Banking,100000,No
2023-01-23 11:00:00,997,Shopping,Cash,100000,No
2023-03-02 21:00:00,4439,Entertainment,UPI,30000,Yes
2023-08-05 00:00:00,1221,Entertainment,Card,100000,No
2023-12-23 03:00:00,221,Entertainment,Card,70000,No
2023-01-10 18:00:00,4676,Shopping,Net Banking,50000,No
2023-03-06 12:00:00,1193,Groceries,Card,50000,No
2023-11-08 16:00:00,1909,Travel,UPI,100000,No
2023-06-25 13:00:00,2238,Shopping,Card,70000,No
2023-03-11 17:00:00,2543,Food,Net Banking,70000,No
2023-10-07 12:00:00,3627,Transport,UPI,30000,No
2023-11-29 14:00:00,238,Groceries,UPI,50000,No
2023-03-29 12:00:00,4126,Groceries,Cash,50000,No
2023-06-06 04:00:00,207,Travel,Cash,50000,No
2023-05-13 05:00:00,2767,Groceries,Card,100000,No
2023-03-17 15:00:00,2020,Travel,Net Banking,70000,No
2023-06-10 01:00:00,295,Groceries,UPI,30000,No
2023-12-01 00:00:00,2953,Transport,Card,100000,No
2023-10-20 03:00:00,2845,Travel,Card,30000,No
2023-07-07 05:00:00,3874,Entertainment,Cash,100000,Yes
2023-01-29 02:00:00,2427,Entertainment,Card,50000,No
2023-12-04 00:00:00,899,Groceries,Card,30000,Yes
2023-12-24 10:00:00,1860,Groceries,Cash,70000,No
2023-03-31 22:00:00,4036,Travel,Card,70000,No
2023-04-21 21:00:00,2176,Travel,Card,100000,Yes
2023-03-28 00:00:00,4314,Transport,UPI,50000,No
2023-05-16 13:00:00,3080,Shopping,Card,100000,No
2023-07-27 11:00:00,2357,Entertainment,Cash,30000,No
2023-11-17 23:00:00,3126,Shopping,Cash,70000,No
2024-01-08 03:00:00,2394,Shopping,UPI,70000,No
2023-02-28 09:00:00,669,Food,Cash,70000,No
2023-05-16 19:00:00,2952,Travel,Cash,70000,No
2023-06-13 11:00:00,2457,Food,Cash,30000,No
2023-06-25 14:00:00,4502,Food,Card,70000,No
2023-05-15 11:00:00,3054,Shopping,UPI,100000,No
2023-04-25 09:00:00,3964,Food,Net Banking,70000,No
2023-09-11 19:00:00,2536,Transport,UPI,30000,No
2023-06-11 02:00:00,3452,Travel,UPI,50000,No
2023-08-31 10:00:00,3646,Shopping,UPI,50000,No
2023-04-03 14:00:00,1727,Travel,Net Banking,70000,Yes
2023-04-27 08:00:00,4089,Transport,Net Banking,50000,No
2024-02-17 01:00:00,1354,Groceries,Cash,30000,No
2023-06-19 07:00:00,4143,Food,Card,70000,No
2023-03-05 12:00:00,2013,Shopping,Cash,30000,No
2023-12-09 16:00:00,3357,Entertainment,Cash,50000,No
2023-09-16 06:00:00,1411,Travel,Net Banking,50000,Yes
2023-06-17 17:00:00,4344,Transport,Cash,70000,Yes
2023-04-17 22:00:00,1837,Food,Cash,50000,No
2023-04-27 19:00:00,1123,Travel,Net Banking,70000,No
2023-06-04 13:00:00,1215,Transport,UPI,70000,Yes
2023-09-14 11:00:00,3649,Travel,UPI,100000,Yes
2023-01-30 23:00:00,2767,Groceries,Net Banking,100000,No
2023-09-29 12:00:00,3203,Transport,Card,100000,No
2023-07-10 19:00:00,4176,Travel,Cash,30000,No
2023-02-10 12:00:00,3105,Groceries,UPI,50000,No
2023-06-04 22:00:00,709,Groceries,Net Banking,50000,No
2023-11-05 03:00:00,4692,Groceries,Card,100000,No
2023-07-03 10:00:00,2632,Food,Cash,70000,Yes
2023-07-09 16:00:00,1179,Transport,Net Banking,70000,No
2023-04-02 23:00:00,2324,Travel,Net Banking,70000,No
2023-07-04 10:00:00,4516,Travel,Net Banking,70000,No
2023-10-16 07:00:00,1518,Transport,Cash,30000,No
2024-01-04 03:00:00,2152,Groceries,UPI,50000,No
2023-12-16 10:00:00,3316,Travel,Cash,100000,No
2023-12-28 16:00:00,2521,Travel,Cash,30000,Yes
2023-04-02 20:00:00,1201,Groceries,UPI,50000,Yes
2023-08-11 17:00:00,142,Entertainment,Net Banking,30000,No
2023-05-17 12:00:00,2616,Entertainment,Card,70000,No
2023-02-15 22:00:00,1331,Groceries,Card,30000,Yes
2023-08-07 11:00:00,2950,Food,UPI,30000,No
2023-10-03 14:00:00,2849,Travel,UPI,70000,No
2024-01-29 01:00:00,3227,Travel,Net Banking,70000,No
2023-12-29 19:00:00,4561,Entertainment,Card,100000,No
2023-08-06 15:00:00,2654,Groceries,Card,100000,No
2023-12-24 16:00:00,3931,Transport,Net Banking,50000,No
2023-01-27 06:00:00,2463,Transport,UPI,100000,Yes
2024-01-18 03:00:00,1594,Food,UPI,100000,No
2023-10-06 11:00:00,3580,Groceries,Net Banking,50000,No
2023-01-12 13:00:00,2696,Entertainment,UPI,30000,No
2023-01-10 16:00:00,4834,Entertainment,Cash,30000,No
2024-02-11 00:00:00,2108,Travel,UPI,30000,Yes
2023-08-26 02:00:00,4564,Shopping,Cash,70000,No
2023-11-16 03:00:00,1195,Food,Card,50000,No
2023-01-02 01:00:00,960,Food,Card,30000,No
2023-11-08 04:00:00,3356,Shopping,UPI,100000,No
2023-09-25 02:00:00,1616,Transport,Net Banking,100000,No
2023-12-27 12:00:00,2445,Transport,UPI,100000,No
2023-06-06 20:00:00,3055,Transport,Net Banking,50000,No
2023-10-02 23:00:00,4557,Entertainment,Card,50000,No
2023-08-01 14:00:00,4298,Groceries,Card,100000,No
2023-10-19 22:00:00,141,Food,Card,70000,No
2023-05-26 03:00:00,4042,Shopping,Net Banking,70000,No
2023-03-25 02:00:00,380,Travel,Net Banking,30000,Yes
2023-12-28 18:00:00,1004,Travel,Card,30000,No
2023-02-14 16:00:00,3830,Entertainment,UPI,30000,No
2023-10-07 11:00:00,2651,Food,Net Banking,30000,Yes
2023-01-09 23:00:00,3027,Groceries,Cash,30000,No
2023-11-13 21:00:00,4339,Food,Card,50000,No
2024-02-18 03:00:00,579,Transport,Net Banking,50000,No
2024-02-12 16:00:00,2942,Travel,Card,70000,No
2023-04-19 14:00:00,1316,Food,Cash,70000,No
2023-12-14 22:00:00,1523,Travel,UPI,50000,No
2023-07-19 05:00:00,4784,Shopping,Cash,70000,No
2023-05-19 01:00:00,1647,Shopping,UPI,100000,No
2024-02-20 08:00:00,2575,Travel,UPI,70000,No
2023-11-20 11:00:00,4843,Groceries,Net Banking,100000,No
2023-09-05 11:00:00,3811,Groceries,UPI,100000,Yes
2023-04-06 15:00:00,2792,Food,UPI,30000,No
2023-08-25 21:00:00,4685,Travel,UPI,70000,No
2023-03-12 16:00:00,4475,Entertainment,Card,100000,No
2023-03-23 02:00:00,519,Groceries,Net Banking,70000,No
2023-04-26 23:00:00,3880,Groceries,Net Banking,70000,No
2023-06-01 20:00:00,583,Transport,UPI,50000,No
2023-08-07 09:00:00,4612,Shopping,Card,50000,No
2023-09-25 12:00:00,4105,Groceries,UPI,30000,No
2023-11-11 21:00:00,3729,Groceries,Net Banking,70000,Yes
2023-04-21 05:00:00,4137,Transport,Net Banking,50000,Yes
2023-10-02 13:00:00,811,Groceries,Net Banking,100000,Yes
2023-09-22 17:00:00,940,Transport,Net Banking,100000,Yes
2023-03-22 12:00:00,2405,Travel,Card,30000,No
2023-03-15 05:00:00,2005,Travel,Cash,100000,No
2023-07-31 21:00:00,3021,Shopping,Cash,70000,No
2023-08-23 21:00:00,1722,Food,Card,100000,No
2023-02-16 12:00:00,2886,Transport,UPI,30000,No
2023-01-21 12:00:00,4977,Groceries,Net Banking,30000,No
2024-01-03 03:00:00,4989,Food,Net Banking,100000,No
2023-11-25 16:00:00,3694,Travel,Net Banking,70000,No
2023-09-27 18:00:00,2347,Groceries,Card,50000,No
2024-02-10 18:00:00,4111,Food,Card,70000,No
2023-07-26 14:00:00,3216,Transport,Net Banking,70000,No
2024-02-13 05:00:00,1369,Transport,Net Banking,70000,No
2024-01-30 11:00:00,233,Food,UPI,100000,No
2023-04-25 07:00:00,1333,Transport,Cash,50000,No
2023-11-24 18:00:00,2896,Entertainment,Card,70000,No
2023-10-26 08:00:00,2283,Travel,Cash,50000,No
2023-08-16 03:00:00,4138,Shopping,Net Banking,30000,Yes
2023-08-08 02:00:00,1482,Shopping,Cash,50000,No
2023-12-23 04:00:00,3190,Entertainment,Cash,100000,No
2023-10-27 10:00:00,1846,Food,Card,30000,No
2023-09-12 06:00:00,4772,Transport,Card,30000,No
2024-01-13 13:00:00,2105,Entertainment,UPI,70000,No
2024-01-14 05:00:00,3386,Entertainment,Net Banking,50000,No
2024-01-30 19:00:00,832,Transport,UPI,30000,Yes
2023-01-26 19:00:00,1557,Travel,Card,30000,No
2023-02-06 18:00:00,4920,Transport,UPI,50000,No
2024-01-10 12:00:00,3904,Transport,Cash,50000,No
2023-06-01 18:00:00,726,Groceries,Cash,30000,No
2023-02-24 00:00:00,1880,Food,Card,30000,No
2023-12-18 12:00:00,4140,Shopping,Cash,50000,No
2023-05-01 15:00:00,4356,Shopping,Net Banking,100000,No
2023-10-02 17:00:00,1410,Entertainment,Card,50000,No
2023-02-08 17:00:00,4635,Entertainment,Net Banking,100000,No
2023-08-12 14:00:00,2736,Entertainment,Card,30000,No
2023-12-29 23:00:00,240,Food,Card,70000,Yes
2023-05-14 20:00:00,892,Entertainment,Cash,50000,No
2023-04-11 09:00:00,384,Entertainment,Card,30000,No
2023-12-08 15:00:00,1160,Groceries,Card,30000,Yes
2023-05-23 15:00:00,628,Food,UPI,70000,No
2023-10-18 16:00:00,111,Travel,Cash,50000,No
2023-11-13 10:00:00,436,Travel,Net Banking,30000,No
2023-08-03 22:00:00,1219,Transport,Card,100000,No
